Soil Type,pH Level,Organic Matter (%),Nitrogen Content (kg/ha),Phosphorus Content (kg/ha),Potassium Content (kg/ha),Irrigation Method,,label
Saline,8.44421847,1.917879007,33.48793485,15.81954165,41.54004951,Sprinkler Irrigation,,Chilli
Clay,7.244118221,0.947625247,40.21088955,20.776625,41.99073633,Drip Irrigation,,Cumin
Saline,6.974972605,1.545155106,33.79750019,16.91612319,33.26002108,Tube Well,,Guava
Sandy,7.817664598,1.941166349,27.72266472,21.22478547,42.37316743,Canal Irrigation,,Coriander
Alkaline,7.918577243,1.839420481,22.07187147,25.70033923,35.81454933,Drip Irrigation,,Onion
Clay,6.817947003,1.734061125,32.50458665,15.08837864,48.02677981,Tube Well,,Tomato
Clay,7.003566999,1.277397368,33.33134836,22.88989262,42.88681763,Sprinkler Irrigation,,Fennel
Loamy,8.100965835,2.004394221,30.28932024,18.67203683,43.42225239,Drip Irrigation,,Cumin
Clay,7.41397932,2.719084601,30.82620025,20.06260932,48.18605822,Drip Irrigation,,Fenugreek
Nitrogenous,7.1481448,2.846173286,30.72163236,6.483259764,41.69677906,Sprinkler Irrigation,,Coriander
Saline,8.096556473,2.510757696,34.59457427,17.70171614,34.60078776,Canal Irrigation,,Sugarcane
Loamy,7.33348119,1.844804504,22.26099222,21.32127382,39.79833045,Sprinkler Irrigation,,Pomegranate
Clay,7.878244177,1.042969965,33.29725621,15.98025793,41.53672808,Tube Well,,Gram
Loamy,7.306185084,1.032517941,29.25319252,8.162611733,41.76885315,Tube Well,,Citrus
Nitrogenous,7.964122846,1.751734132,24.23253787,21.33921819,35.88232515,Drip Irrigation,,Sugarcane
Chalky (Calcareous),7.506414322,2.239913518,28.65677123,10.81820108,37.83613058,Tube Well,,Garlic
Nitrogenous,7.593495105,1.97786334,26.35520375,19.05492851,40.9014744,Sprinkler Irrigation,,Pulses
Black lava soil,7.481053459,3.194185996,35.92128323,23.61413447,40.55899579,Canal Irrigation,,Tomato
Sandy,7.669178721,1.503710997,30.10208584,12.67163071,31.15474848,Canal Irrigation,,Coriander
Nitrogenous,7.671463189,2.621734564,26.10312337,16.74055709,38.45519993,Canal Irrigation,,Pulses
Loamy,7.514715296,2.258322223,25.09337032,12.97591528,40.53603981,Drip Irrigation,,Oilseeds
Black lava soil,7.893203106,1.720226857,15.83484855,26.79594747,43.8025306,Drip Irrigation,,Fenugreek
Black lava soil,7.148041837,1.472647773,29.66384846,19.58703712,43.84984366,Canal Irrigation,,Pulses
Clay,7.285509641,2.482384947,36.49993686,24.80152584,31.02904067,Tube Well,,Coriander
Nitrogenous,7.26156177,2.838557935,22.6974955,25.95630341,43.37568528,Sprinkler Irrigation,,Cotton
Sandy,7.621567328,1.764898331,33.06166107,15.10705805,33.09204141,Sprinkler Irrigation,,Bajra
Sandy,7.874872738,0.992549384,31.67163527,18.55009323,35.80749692,Sprinkler Irrigation,,Fenugreek
Nitrogenous,6.792366404,2.109267021,35.04735894,15.77529281,32.5049202,Canal Irrigation,,Citrus
Chalky (Calcareous),7.592587768,2.212722432,31.11144928,26.39432907,35.2384181,Sprinkler Irrigation,,Coriander
Saline,7.477372849,1.383449347,36.95486179,13.22014828,39.02107365,Drip Irrigation,,Chilli
Saline,6.901016785,2.443539888,31.43387056,19.26397361,42.82421179,Drip Irrigation,,Tomato
Nitrogenous,7.1481448,2.846173286,30.72163236,6.483259764,41.69677906,Sprinkler Irrigation,,Coriander
Black lava soil,8.005419868,3.764527594,23.77756775,22.24913607,36.46223857,Canal Irrigation,,Oilseeds
Black lava soil,7.48937761,2.146768765,31.24708844,18.36663376,40.6237605,Tube Well,,Opium
Saline,7.379284718,2.733391278,32.52778927,22.18117852,34.04541747,Canal Irrigation,,Pulses
Sandy,8.13042476,2.308331988,30.43986774,17.79862682,37.35500793,Canal Irrigation,,Sugarcane
Alkaline,8.240980384,1.858390981,27.17211816,17.64342139,43.59208712,Drip Irrigation,,Wheat
Loamy,7.798220569,1.682857076,28.82015006,23.72092855,42.10773042,Canal Irrigation,,Pomegranate
Alkaline,7.795568059,1.946514265,39.71122797,11.26389167,40.47310522,Sprinkler Irrigation,,Wheat
Saline,6.883729844,1.657754135,32.28662141,30.49110737,39.30958833,Canal Irrigation,,Cotton
Chalky (Calcareous),6.546096221,1.569807495,27.93197233,29.43843829,42.78276562,Tube Well,,Garlic
Black lava soil,7.301221117,2.618826879,31.89883818,15.15977121,38.44846147,Canal Irrigation,,Pomegranate
Alkaline,7.869118615,1.428330504,30.43736877,21.16521476,36.40967608,Tube Well,,Onion
Sandy,6.591010387,2.379856148,29.52770643,22.09804986,35.6805852,Tube Well,,Onion
Alkaline,8.577464339,1.842351672,25.2948865,21.23041808,35.98859986,Drip Irrigation,,Cotton
Black lava soil,7.053242454,2.398925351,20.63279348,23.2294521,34.50477624,Drip Irrigation,,Oilseeds
Nitrogenous,7.891679355,1.264755224,23.68615112,16.12062588,40.39482023,Sprinkler Irrigation,,Mustard
Clay,7.306943612,2.507610446,30.5399196,33.03429582,40.96703184,Tube Well,,Tomato
Black lava soil,7.665425652,2.725500719,34.39708521,14.61311962,46.88248225,Canal Irrigation,,Mustard
Nitrogenous,7.177213964,1.169458292,32.51626032,9.682984238,38.41324754,Sprinkler Irrigation,,Onion
Saline,8.39238752,2.006725182,28.87573472,15.35603959,54.67828951,Drip Irrigation,,Onion
Clay,7.252060914,2.548650094,22.17175984,4.961838302,42.85589703,Drip Irrigation,,Wheat
Nitrogenous,6.465812142,2.044697639,27.78705354,20.03863947,44.72655886,Drip Irrigation,,Mustard
Black lava soil,7.020610772,1.323745655,22.08205805,22.06499456,38.92966151,Tube Well,,Sugarcane
Alkaline,7.918577243,1.839420481,22.07187147,25.70033923,35.81454933,Drip Irrigation,,Onion
Alkaline,8.110410649,1.561613109,38.56020142,11.26181745,42.17385032,Drip Irrigation,,Pulses
Alkaline,7.924792266,0.890715017,42.0938889,27.47729123,38.57687248,Drip Irrigation,,Wheat
Clay,6.728440886,2.082147383,40.98111571,22.46493229,39.71241123,Tube Well,,Wheat
Loamy,8.126270366,1.610490289,31.36210698,22.08732545,45.95542927,Sprinkler Irrigation,,Maize
Chalky (Calcareous),6.628614013,2.204719265,28.61664114,20.56697196,42.29497001,Sprinkler Irrigation,,Opium
Chalky (Calcareous),7.661041155,1.994453998,25.93492814,24.11639958,41.12880762,Drip Irrigation,,Pomegranate
Clay,6.022875529,1.679136428,26.87041991,15.10872531,40.61121502,Sprinkler Irrigation,,Sugarcane
Loamy,7.135769189,2.159762335,38.26808634,20.69943616,44.98059107,Sprinkler Irrigation,,Pulses
Sandy,7.195824618,2.296265154,32.04818059,21.7848638,40.40639211,Tube Well,,Cotton
Loamy,7.53783677,1.78385241,36.36357367,14.15259685,36.39514946,Sprinkler Irrigation,,Cotton
Sandy,8.637912714,1.573887679,32.59050851,17.35399495,35.65356507,Sprinkler Irrigation,,Cotton
Chalky (Calcareous),6.715927843,2.228606532,28.03308851,16.18791025,36.19818179,Drip Irrigation,,Sugarcane
Black lava soil,6.55016486,1.93586826,23.08329612,24.50864349,43.92073208,Drip Irrigation,,Cumin
Alkaline,7.185664876,0.690933401,22.59209614,13.30265113,40.6759517,Canal Irrigation,,Gram
Loamy,8.409885894,1.958455336,33.24440963,17.07799512,52.26184956,Tube Well,,Wheat
Alkaline,7.185481069,1.941172534,30.07513875,10.41325557,32.64436797,Canal Irrigation,,Barley
Chalky (Calcareous),7.191928271,1.479900645,33.49407835,27.24410054,38.42459036,Tube Well,,Coriander
Nitrogenous,7.222356949,2.213981313,38.61537359,28.19628258,30.38614114,Canal Irrigation,,Tomato
Black lava soil,7.345175143,2.573013788,15.81246779,19.91694829,39.47090621,Sprinkler Irrigation,,Citrus
Chalky (Calcareous),7.029298415,2.560483512,34.02787351,24.87911669,40.04428852,Tube Well,,Oilseeds
Black lava soil,7.949179784,2.56238836,27.43705602,23.41606202,46.95127664,Canal Irrigation,,Coriander
Black lava soil,8.041499969,1.461809406,26.63104947,24.78768582,26.43693718,Canal Irrigation,,Gram
Sandy,7.327040335,2.444576912,24.39124449,16.16567981,40.34036135,Canal Irrigation,,Bajra
Sandy,7.562950694,2.425562049,36.11927959,21.68977777,37.03879578,Drip Irrigation,,Fenugreek
Alkaline,7.516951362,1.404796132,34.6298755,19.5446207,39.11202003,Sprinkler Irrigation,,Coriander
Saline,7.379284718,2.733391278,32.52778927,22.18117852,34.04541747,Canal Irrigation,,Pulses
Loamy,7.947116387,1.616838738,28.67727051,21.82879993,30.292161,Sprinkler Irrigation,,Chilli
Nitrogenous,6.939234926,2.354676257,30.09729128,19.30743878,37.88054979,Canal Irrigation,,Bajra
Clay,7.128756611,1.892731168,11.99457448,16.49355215,35.62092588,Sprinkler Irrigation,,Cotton
Clay,7.426487288,2.420367241,31.03901254,13.53687326,37.33915718,Tube Well,,Pomegranate
Alkaline,7.616393371,1.621618011,19.05039148,25.9729611,44.7919291,Canal Irrigation,,Fennel
Black lava soil,7.342366833,2.134025214,33.57587195,19.74440653,40.08062394,Sprinkler Irrigation,,Pulses
Alkaline,8.577464339,1.842351672,25.2948865,21.23041808,35.98859986,Drip Irrigation,,Cotton
Chalky (Calcareous),7.262910912,1.614114021,38.04760333,21.13747938,43.17983875,Sprinkler Irrigation,,Pulses
Loamy,7.483976253,2.016762351,18.9120446,14.15911086,34.5156246,Drip Irrigation,,Opium
Black lava soil,7.318826221,2.370911147,29.54015767,14.59042816,37.98356104,Sprinkler Irrigation,,Fennel
Chalky (Calcareous),7.592587768,2.212722432,31.11144928,26.39432907,35.2384181,Sprinkler Irrigation,,Coriander
Sandy,7.874872738,0.992549384,31.67163527,18.55009323,35.80749692,Sprinkler Irrigation,,Fenugreek
Black lava soil,7.71856339,2.046027569,32.38120177,32.64963875,35.03203498,Sprinkler Irrigation,,Fenugreek
Chalky (Calcareous),7.556985334,1.603270135,25.3745769,17.74899054,40.36931717,Sprinkler Irrigation,,Sugarcane
Saline,6.842279346,2.654722051,28.61555322,16.64139605,33.72919507,Drip Irrigation,,Pomegranate
Nitrogenous,7.751372404,0.75336459,25.17167598,28.14583182,37.09108983,Drip Irrigation,,Garlic
Black lava soil,7.796283637,0.647804184,26.85057724,17.55863079,43.16663413,Sprinkler Irrigation,,Tomato
Loamy,7.493347682,1.700088988,22.20606502,24.09686634,42.11944741,Tube Well,,Bajra
Nitrogenous,7.26156177,2.838557935,22.6974955,25.95630341,43.37568528,Sprinkler Irrigation,,Cotton
Sandy,8.683707182,1.811117556,23.5452889,17.96512817,40.07002484,Canal Irrigation,,Cumin
Saline,8.527096921,2.07391037,22.9186557,16.78611809,37.70561577,Tube Well,,Citrus
Nitrogenous,8.018151446,1.702232532,34.50266539,28.49717992,37.99102487,Tube Well,,Tomato
Nitrogenous,7.735254924,2.00593134,25.09605996,23.69972026,48.39873691,Tube Well,,Mustard
Clay,7.292449856,2.350350306,44.07327222,19.47828604,41.96653525,Sprinkler Irrigation,,Maize
Loamy,8.051608786,2.720971201,31.09481958,15.79089184,27.82343834,Tube Well,,Pulses
Saline,6.853246187,1.652152561,25.40936508,26.19792003,38.01885161,Sprinkler Irrigation,,Gram
Clay,7.348557378,2.673049897,29.03347887,27.35792541,39.89071626,Tube Well,,Mango
Clay,7.996891107,2.686957193,25.73806617,22.37682805,43.16227108,Sprinkler Irrigation,,Mustard
Saline,7.477372849,1.383449347,36.95486179,13.22014828,39.02107365,Drip Irrigation,,Chilli
Alkaline,7.761980256,1.800050005,26.27416115,19.47516146,43.06395371,Canal Irrigation,,Bajra
Loamy,6.939791041,1.622566902,30.16071573,11.37114438,40.1116962,Canal Irrigation,,Gram
Clay,7.426487288,2.420367241,31.03901254,13.53687326,37.33915718,Tube Well,,Pomegranate
Chalky (Calcareous),7.090697487,2.546053392,27.26047348,13.32068798,43.6206828,Tube Well,,Gram
Sandy,8.159098534,1.320912539,27.78368268,18.55712441,39.42720286,Canal Irrigation,,Cotton
Black lava soil,7.257870824,1.977035586,29.91715795,23.41662256,42.95372168,Sprinkler Irrigation,,Fennel
Alkaline,7.845036838,2.543855213,33.45809288,21.36559217,35.00893871,Sprinkler Irrigation,,Sugarcane
Nitrogenous,7.624725473,2.199614096,42.46091999,18.62439286,38.41119553,Canal Irrigation,,Coriander
Alkaline,8.133980244,1.987800716,22.88885175,24.21256948,43.77479383,Sprinkler Irrigation,,Tomato
Alkaline,8.048273559,0.904373074,37.67241051,25.61187109,37.70117692,Tube Well,,Guava
Black lava soil,7.632145105,2.656891088,29.9226418,15.66012289,38.93203379,Drip Irrigation,,Oilseeds
Alkaline,7.357452871,2.069322592,24.5693685,15.65869519,40.48906647,Drip Irrigation,,Opium
Chalky (Calcareous),7.757031276,1.769415134,33.78282337,13.02752466,45.26945776,Tube Well,,Citrus
Loamy,7.601617977,1.771183375,30.9284429,27.54565507,43.02803116,Sprinkler Irrigation,,Chilli
Chalky (Calcareous),7.745714726,2.284880179,30.97740866,19.50577399,42.17987695,Sprinkler Irrigation,,Oilseeds
Saline,7.766391605,1.597236659,28.924431,27.71138314,44.9717576,Canal Irrigation,,Oilseeds
Nitrogenous,7.177213964,1.169458292,32.51626032,9.682984238,38.41324754,Sprinkler Irrigation,,Onion
Sandy,6.589619861,1.647113258,23.0402081,28.52051039,39.42445153,Tube Well,,Pomegranate
Clay,6.728598391,1.91968444,27.57913024,15.1687684,39.12310772,Sprinkler Irrigation,,Oilseeds
Saline,7.636118363,1.971364795,32.74033462,13.30255317,36.28806815,Canal Irrigation,,Pulses
Loamy,8.196590629,2.419674557,34.36412176,15.16921638,39.60305788,Sprinkler Irrigation,,Sugarcane
Alkaline,8.268030591,2.298768853,26.44348387,20.58562108,41.18111823,Sprinkler Irrigation,,Sugarcane
Loamy,8.263406332,2.951279103,44.32606012,15.49003675,54.12110213,Sprinkler Irrigation,,Coriander
Sandy,7.800366508,1.546892334,30.70989957,21.56861591,32.57697604,Sprinkler Irrigation,,Opium
Clay,7.639541929,2.145781838,21.54664186,15.10750227,53.77608872,Sprinkler Irrigation,,Maize
Alkaline,7.87495012,2.139633919,25.24544635,21.59260502,35.04151668,Canal Irrigation,,Fennel
Black lava soil,7.200089303,1.671432519,26.51140548,16.73268552,38.06729192,Sprinkler Irrigation,,Wheat
Alkaline,7.506249661,3.434201528,21.65700371,25.29364265,39.13599131,Canal Irrigation,,Opium
Loamy,7.798220569,1.682857076,28.82015006,23.72092855,42.10773042,Canal Irrigation,,Pomegranate
Saline,8.073015072,1.611314258,37.79394592,12.34769295,48.14821066,Drip Irrigation,,Gram
Clay,7.435561311,1.745453097,32.42679954,15.75447575,41.52832784,Sprinkler Irrigation,,Pomegranate
Nitrogenous,7.757441798,2.409962626,31.62170105,17.33637251,44.19831932,Canal Irrigation,,Garlic
Chalky (Calcareous),8.69718095,3.092547448,26.56642328,28.11942496,41.91584095,Tube Well,,Fenugreek
Nitrogenous,7.127028937,1.669229279,33.76709732,16.92730608,35.71825741,Canal Irrigation,,Guava
Alkaline,6.921792092,2.425039666,32.08840376,20.53722187,41.9368574,Sprinkler Irrigation,,Fenugreek
Loamy,7.51221592,2.160498782,35.01118083,27.80127765,30.24198544,Tube Well,,Maize
Black lava soil,7.578563959,2.088094911,26.66575642,20.98958334,36.96263856,Canal Irrigation,,Fenugreek
Saline,6.522475615,1.81553028,31.06904397,15.41011948,48.65584816,Tube Well,,Onion
Loamy,8.248715842,2.928851172,29.48284388,13.80473649,50.47921751,Sprinkler Irrigation,,Citrus
Chalky (Calcareous),7.191928271,1.479900645,33.49407835,27.24410054,38.42459036,Tube Well,,Coriander
Sandy,7.327040335,2.444576912,24.39124449,16.16567981,40.34036135,Canal Irrigation,,Bajra
Loamy,8.188590468,2.510018253,28.18434177,24.27201001,41.70607921,Tube Well,,Barley
Loamy,7.212949662,2.26820695,35.16940527,17.96269946,44.53981157,Canal Irrigation,,Citrus
Clay,9.038430185,2.68005795,23.7772875,21.16434044,36.95996929,Canal Irrigation,,Oilseeds
Clay,6.923333798,1.156327826,21.03053751,13.22276248,36.45489521,Sprinkler Irrigation,,Pulses
Nitrogenous,7.85470549,1.929723257,26.84379432,22.99725343,41.9285542,Drip Irrigation,,Oilseeds
Chalky (Calcareous),7.079614055,2.110315402,28.23956126,21.6237912,42.90283844,Canal Irrigation,,Bajra
Clay,7.19412018,2.567973923,29.23001167,19.19022592,42.1920635,Drip Irrigation,,Wheat
Saline,7.735022094,1.646187053,26.43913068,19.44667316,35.51678886,Sprinkler Irrigation,,Tomato
Alkaline,7.694156003,2.62475245,23.33611301,18.25280336,36.13715626,Sprinkler Irrigation,,Coriander
Chalky (Calcareous),7.376123791,2.660207005,25.62782176,23.13803149,38.60246268,Sprinkler Irrigation,,Onion
Clay,7.853795911,2.589126424,32.04067956,13.12182956,37.63177271,Tube Well,,Barley
Saline,7.351066598,2.384515828,27.36305469,19.97446684,41.99381882,Canal Irrigation,,Oilseeds
Nitrogenous,7.017108684,1.730713163,27.66620594,12.58507784,35.91158802,Sprinkler Irrigation,,Pulses
Alkaline,7.301402342,1.44886513,31.73780807,20.4334885,41.77834474,Sprinkler Irrigation,,Wheat
Alkaline,7.73577119,1.084427561,23.85778084,9.622059955,39.56965154,Canal Irrigation,,Opium
Saline,7.42435039,1.302105399,32.95674621,16.38004834,39.02304824,Tube Well,,Cotton
Clay,6.980444416,2.843774028,31.22557142,23.63397023,36.859253,Tube Well,,Barley
Chalky (Calcareous),7.592587768,2.212722432,31.11144928,26.39432907,35.2384181,Sprinkler Irrigation,,Coriander
Sandy,6.909062937,2.224736956,40.43023525,14.92620253,38.19268617,Tube Well,,Garlic
Nitrogenous,6.919108078,1.858430552,28.49570126,13.95261532,41.94489365,Canal Irrigation,,Opium
Chalky (Calcareous),6.867996916,2.243092396,20.25314122,9.748212714,43.69590247,Tube Well,,Opium
Loamy,7.46127827,1.402353118,37.25463774,29.03598322,31.58670653,Tube Well,,Cumin
Clay,7.446902955,3.549149717,28.70912431,22.55062181,36.7531759,Sprinkler Irrigation,,Pulses
Black lava soil,7.382363045,3.072912463,22.27532039,10.09017757,32.50409399,Tube Well,,Opium
Nitrogenous,7.282105135,1.579275243,27.61080075,19.77696734,46.71090066,Tube Well,,Guava
Saline,6.853246187,1.652152561,25.40936508,26.19792003,38.01885161,Sprinkler Irrigation,,Gram
Nitrogenous,8.250137305,2.037254797,35.12816057,33.21005955,42.99049578,Canal Irrigation,,Citrus
Clay,7.495077596,1.155747406,24.39976289,23.35455624,43.0189526,Canal Irrigation,,Sugarcane
Nitrogenous,6.465812142,2.044697639,27.78705354,20.03863947,44.72655886,Drip Irrigation,,Mustard
Black lava soil,7.169582882,1.213505371,24.73726404,24.97149413,41.27365569,Sprinkler Irrigation,,Cotton
Chalky (Calcareous),6.52907067,1.998097933,22.04929085,16.67674451,35.48595537,Canal Irrigation,,Pulses
Alkaline,7.119322365,1.560868374,30.49943477,22.4037229,47.48355204,Sprinkler Irrigation,,Maize
Clay,7.285672737,2.514720278,28.31552437,15.76782849,44.62836105,Canal Irrigation,,Gram
Sandy,7.542047194,2.345455479,27.77596581,20.69514343,39.77438555,Sprinkler Irrigation,,Bajra
Saline,8.186135658,2.071022239,26.63547334,23.31420547,44.46594174,Drip Irrigation,,Barley
Sandy,6.255836323,1.670875794,32.26754356,15.08852983,40.29492111,Tube Well,,Gram
Clay,7.595788698,2.253120495,37.2365285,22.84051603,34.75172251,Tube Well,,Opium
Black lava soil,8.014384496,2.250842523,31.24162571,20.39058868,42.00117928,Drip Irrigation,,Garlic
Saline,7.289986136,1.047662653,37.22206098,13.86160018,37.04360995,Drip Irrigation,,Bajra
Saline,7.636118363,1.971364795,32.74033462,13.30255317,36.28806815,Canal Irrigation,,Pulses
Sandy,7.134184131,2.945220343,30.24654166,23.84419838,36.95886746,Tube Well,,Gram
Clay,6.687227983,0.746714215,31.48731027,20.69748898,38.57581531,Canal Irrigation,,Citrus
Loamy,7.438971434,1.771075807,29.20318884,18.14708619,33.25976444,Tube Well,,Cotton
Nitrogenous,7.108823039,2.426582653,31.23740274,19.95167789,44.39481987,Sprinkler Irrigation,,Onion
Loamy,7.037055048,1.943166655,29.28170235,19.17459717,40.15879728,Sprinkler Irrigation,,Citrus
Black lava soil,7.796283637,0.647804184,26.85057724,17.55863079,43.16663413,Sprinkler Irrigation,,Tomato
Nitrogenous,7.752143927,2.145482365,27.4649567,17.43049687,34.00524301,Tube Well,,Opium
Chalky (Calcareous),6.63946124,1.820798212,23.87500056,25.88266627,37.08138933,Sprinkler Irrigation,,Bajra
Alkaline,7.924792266,0.890715017,42.0938889,27.47729123,38.57687248,Drip Irrigation,,Wheat
Sandy,6.589619861,1.647113258,23.0402081,28.52051039,39.42445153,Tube Well,,Pomegranate
Saline,7.718002888,2.421919755,31.96317058,22.26792762,32.08888417,Drip Irrigation,,Oilseeds
Alkaline,7.15029273,2.080849263,30.51429289,20.74670956,32.94471584,Tube Well,,Bajra
Black lava soil,6.878876733,1.437206443,24.51889838,19.66064309,42.15815815,Sprinkler Irrigation,,Oilseeds
Alkaline,7.026053641,1.582838477,33.82014891,12.28599242,36.83622485,Drip Irrigation,,Maize
Black lava soil,8.264373925,1.959477018,24.95775634,9.570510611,32.63981463,Tube Well,,Barley
Nitrogenous,7.671463189,2.621734564,26.10312337,16.74055709,38.45519993,Canal Irrigation,,Pulses
Alkaline,7.184928585,2.287020965,29.45067938,19.07956566,36.13903806,Sprinkler Irrigation,,Mango
Saline,7.699734686,2.155236377,24.36368104,14.21529301,41.6125233,Tube Well,,Chilli
Chalky (Calcareous),7.009968849,1.191099693,31.90389036,15.91295933,41.60645735,Tube Well,,Chilli
Saline,7.273181806,2.863113273,25.56335271,23.85898089,41.78126394,Drip Irrigation,,Cumin
Alkaline,6.805350635,1.902150734,35.3004487,19.74238536,42.51545184,Canal Irrigation,,Pomegranate
Clay,7.223715327,1.063497085,40.22240779,15.01385856,34.70481439,Sprinkler Irrigation,,Tomato
Saline,7.336883148,1.327332256,28.59417979,22.52668574,42.63919675,Canal Irrigation,,Oilseeds
Alkaline,6.926420244,2.54495248,27.14408013,20.219144,44.77901373,Sprinkler Irrigation,,Fennel
Clay,7.285672737,2.514720278,28.31552437,15.76782849,44.62836105,Canal Irrigation,,Gram
Saline,7.210437945,1.759583105,33.48083999,17.41153714,39.55954378,Sprinkler Irrigation,,Mango
Clay,7.827946069,2.481953467,29.89950624,16.1439985,31.13015192,Sprinkler Irrigation,,Oilseeds
Saline,7.636118363,1.971364795,32.74033462,13.30255317,36.28806815,Canal Irrigation,,Pulses
Black lava soil,7.920991848,1.8153964,15.4650589,18.12588972,34.8072809,Drip Irrigation,,Chilli
Chalky (Calcareous),7.771695414,2.001573863,36.14995184,24.91341571,32.99964638,Drip Irrigation,,Pulses
Saline,7.442763814,2.073877954,26.19087664,21.05183557,47.65167282,Tube Well,,Cotton
Saline,7.965832983,2.197686841,28.43661415,16.02005545,38.75513172,Drip Irrigation,,Citrus
Loamy,7.986811125,1.748215191,29.24692993,16.16939585,34.35968723,Canal Irrigation,,Opium
Chalky (Calcareous),7.657222295,1.820520807,33.64886469,15.34499144,40.21515487,Drip Irrigation,,Cotton
Loamy,7.922227936,2.550868931,32.45996743,11.96871606,41.97478985,Tube Well,,Gram
Saline,6.992760137,1.329963964,32.16108345,16.59309882,44.83913012,Tube Well,,Fenugreek
Black lava soil,7.481053459,3.194185996,35.92128323,23.61413447,40.55899579,Canal Irrigation,,Tomato
Alkaline,7.553584958,1.460743629,29.12352735,21.99658801,41.80196698,Drip Irrigation,,Oilseeds
Nitrogenous,7.386140193,2.357746548,23.00460786,12.39856604,42.25481317,Tube Well,,Gram
Loamy,7.46127827,1.402353118,37.25463774,29.03598322,31.58670653,Tube Well,,Cumin
Saline,6.883729844,1.657754135,32.28662141,30.49110737,39.30958833,Canal Irrigation,,Cotton
Chalky (Calcareous),8.346773567,2.075703695,28.53657271,16.90919776,44.49255852,Drip Irrigation,,Tomato
Sandy,6.793637121,1.741576558,33.09516473,26.96019376,40.55564688,Tube Well,,Fenugreek
Loamy,8.000912427,1.751214581,26.08998254,16.20148441,31.14465723,Canal Irrigation,,Mango
Loamy,7.561739905,1.937857111,28.94307885,23.73305682,41.62788908,Tube Well,,Barley
Clay,7.878244177,1.042969965,33.29725621,15.98025793,41.53672808,Tube Well,,Gram
Loamy,8.534113021,1.301097261,36.01288253,20.89957185,44.18915268,Tube Well,,Onion
Sandy,7.804133583,2.672967504,29.12676027,26.80084065,39.05153253,Sprinkler Irrigation,,Cotton
Black lava soil,7.896909234,1.85131196,28.76808299,24.93188253,36.44013386,Tube Well,,Guava
Loamy,8.051608786,2.720971201,31.09481958,15.79089184,27.82343834,Tube Well,,Pulses
Clay,6.447708601,2.069039204,20.56935648,20.26529656,44.32644878,Canal Irrigation,,Mango
Sandy,6.701063933,1.68498751,33.65977751,19.01539096,37.67709461,Sprinkler Irrigation,,Coriander
Chalky (Calcareous),7.462827335,1.907724279,32.96164774,20.49656907,38.04795631,Drip Irrigation,,Maize
Clay,6.813570274,2.17573995,20.10887375,20.23467451,49.48883508,Sprinkler Irrigation,,Chilli
Chalky (Calcareous),7.67105302,2.958629574,22.37214146,14.22918308,44.27600754,Canal Irrigation,,Tomato
Black lava soil,6.304021898,2.422387188,29.97219853,25.89256345,33.13298556,Canal Irrigation,,Cotton
Alkaline,6.457103781,2.486863115,31.4939889,16.13272078,49.49367491,Sprinkler Irrigation,,Citrus
Nitrogenous,7.9511357,1.750063785,32.7151614,18.830511,39.01953395,Drip Irrigation,,Mustard
Alkaline,7.516951362,1.404796132,34.6298755,19.5446207,39.11202003,Sprinkler Irrigation,,Coriander
Saline,7.104550309,1.610073527,35.40992405,13.25211894,37.92393116,Tube Well,,Pomegranate
Clay,6.813570274,2.17573995,20.10887375,20.23467451,49.48883508,Sprinkler Irrigation,,Chilli
Sandy,7.669178721,1.503710997,30.10208584,12.67163071,31.15474848,Canal Irrigation,,Coriander
Chalky (Calcareous),7.914114845,2.545430835,27.68530244,19.2502964,32.83424093,Drip Irrigation,,Mustard
Nitrogenous,7.867318773,1.507098096,28.57922451,25.97381431,44.47323594,Canal Irrigation,,Fenugreek
Chalky (Calcareous),7.200180003,2.2059765,34.25795523,15.4515978,37.74348568,Drip Irrigation,,Guava
Sandy,7.02712697,2.304123096,23.4143404,23.88013957,34.98891491,Canal Irrigation,,Onion
Black lava soil,7.733272656,2.673112878,32.61125318,19.51042377,51.3621736,Drip Irrigation,,Fennel
Clay,7.33609677,1.286990941,31.96936609,24.14661886,36.84174238,Sprinkler Irrigation,,Opium
Saline,7.910149187,1.524523308,33.4796605,17.41692901,34.88373388,Tube Well,,Maize
Sandy,6.839222107,2.010546374,24.34466382,19.66361268,34.6266948,Canal Irrigation,,Cumin
Clay,7.068253198,1.984398256,30.09008436,22.36315173,33.16570818,Drip Irrigation,,Wheat
Clay,7.096811535,2.03784747,33.42794873,19.29175707,45.83185273,Drip Irrigation,,Mango
Saline,6.842279346,2.654722051,28.61555322,16.64139605,33.72919507,Drip Irrigation,,Pomegranate
Nitrogenous,8.582528034,2.595274297,31.06287015,25.13493132,45.52950212,Sprinkler Irrigation,,Fennel
Chalky (Calcareous),8.209265673,0.756095672,36.38482693,21.69011741,33.96489176,Drip Irrigation,,Pomegranate
Sandy,8.637912714,1.573887679,32.59050851,17.35399495,35.65356507,Sprinkler Irrigation,,Cotton
Loamy,7.125600102,2.208400787,35.83560394,19.88474722,46.39287584,Canal Irrigation,,Chilli
Black lava soil,6.86215867,1.935726853,26.74162439,9.028087651,47.9973547,Canal Irrigation,,Barley
Chalky (Calcareous),6.733658015,1.435704663,34.86221999,24.36393707,41.81502142,Sprinkler Irrigation,,Oilseeds
