District,Soil Type,pH Level,Organic Matter (%),Nitrogen Content (kg/ha),Phosphorus Content (kg/ha),Potassium Content (kg/ha),Crop,Irrigation Method,Water Consumption (liters/hectare),Water Availability (liters/hectare)
Nagaur,Black lava soil,7.257870824,1.977035586,29.91715795,23.41662256,42.95372168,Fennel,Sprinkler Irrigation,7939.937868,8142.402407
Sri Ganganagar,Alkaline,7.845036838,2.543855213,33.45809288,21.36559217,35.00893871,Sugarcane,Sprinkler Irrigation,6399.127693,7142.715095
Sri Ganganagar,Nitrogenous,7.624725473,2.199614096,42.46091999,18.62439286,38.41119553,Coriander,Canal Irrigation,12092.94143,11661.81651
Udaipur,Alkaline,8.133980244,1.987800716,22.88885175,24.21256948,43.77479383,Tomato,Sprinkler Irrigation,5741.696897,6162.208047
Bhilwara,Alkaline,8.048273559,0.904373074,37.67241051,25.61187109,37.70117692,Guava,Tube Well,7218.176225,8213.088311
Nagaur,Black lava soil,7.632145105,2.656891088,29.9226418,15.66012289,38.93203379,Oilseeds,Drip Irrigation,13919.97323,14126.70105
Ajmer,Alkaline,7.357452871,2.069322592,24.5693685,15.65869519,40.48906647,Opium,Drip Irrigation,5800.331231,6665.005919
Nagaur,Chalky (Calcareous),7.757031276,1.769415134,33.78282337,13.02752466,45.26945776,Citrus,Tube Well,13664.46576,13880.32568
Kota,Loamy,7.601617977,1.771183375,30.9284429,27.54565507,43.02803116,Chilli,Sprinkler Irrigation,7836.61751,7369.131691
Kota,Chalky (Calcareous),7.745714726,2.284880179,30.97740866,19.50577399,42.17987695,Oilseeds,Sprinkler Irrigation,12623.94474,12590.95157
Nagaur,Saline,7.766391605,1.597236659,28.924431,27.71138314,44.9717576,Oilseeds,Canal Irrigation,6687.487543,7170.380509
Alwar,Nitrogenous,7.177213964,1.169458292,32.51626032,9.682984238,38.41324754,Onion,Sprinkler Irrigation,12647.39407,12983.91524
Kota,Sandy,6.589619861,1.647113258,23.0402081,28.52051039,39.42445153,Pomegranate,Tube Well,13464.63694,13962.81877
Ajmer,Clay,6.728598391,1.91968444,27.57913024,15.1687684,39.12310772,Oilseeds,Sprinkler Irrigation,9623.49358,9632.879141
Kota,Saline,7.636118363,1.971364795,32.74033462,13.30255317,36.28806815,Pulses,Canal Irrigation,16652.95404,17363.91196
Jaipur,Loamy,8.196590629,2.419674557,34.36412176,15.16921638,39.60305788,Sugarcane,Sprinkler Irrigation,6831.659051,6094.801114
Udaipur,Alkaline,8.268030591,2.298768853,26.44348387,20.58562108,41.18111823,Sugarcane,Sprinkler Irrigation,7049.046866,7916.060498
Ajmer,Loamy,8.263406332,2.951279103,44.32606012,15.49003675,54.12110213,Coriander,Sprinkler Irrigation,11975.95081,11327.34945
Udaipur,Sandy,7.800366508,1.546892334,30.70989957,21.56861591,32.57697604,Opium,Sprinkler Irrigation,7550.147897,7461.089437
Sri Ganganagar,Clay,7.639541929,2.145781838,21.54664186,15.10750227,53.77608872,Maize,Sprinkler Irrigation,6395.94203,6622.467797
Hanumangarh,Alkaline,7.87495012,2.139633919,25.24544635,21.59260502,35.04151668,Fennel,Canal Irrigation,14418.79573,14296.23353
Sri Ganganagar,Black lava soil,7.200089303,1.671432519,26.51140548,16.73268552,38.06729192,Wheat,Sprinkler Irrigation,12379.83859,13308.36619
Jodhpur,Alkaline,7.506249661,3.434201528,21.65700371,25.29364265,39.13599131,Opium,Canal Irrigation,6133.059553,5279.555611
Jodhpur,Loamy,7.798220569,1.682857076,28.82015006,23.72092855,42.10773042,Pomegranate,Canal Irrigation,10606.79975,10417.70169
Kota,Saline,8.073015072,1.611314258,37.79394592,12.34769295,48.14821066,Gram,Drip Irrigation,6869.831373,7745.430446
Sri Ganganagar,Clay,7.435561311,1.745453097,32.42679954,15.75447575,41.52832784,Pomegranate,Sprinkler Irrigation,9961.206692,10781.81177
Alwar,Nitrogenous,7.757441798,2.409962626,31.62170105,17.33637251,44.19831932,Garlic,Canal Irrigation,8565.309493,8248.881799
Jodhpur,Chalky (Calcareous),8.69718095,3.092547448,26.56642328,28.11942496,41.91584095,Fenugreek,Tube Well,10101.86769,9452.666424
Bhilwara,Nitrogenous,7.127028937,1.669229279,33.76709732,16.92730608,35.71825741,Guava,Canal Irrigation,9389.203042,9235.061292
Ajmer,Alkaline,6.921792092,2.425039666,32.08840376,20.53722187,41.9368574,Fenugreek,Sprinkler Irrigation,11783.79352,10916.06617
Jodhpur,Loamy,7.51221592,2.160498782,35.01118083,27.80127765,30.24198544,Maize,Tube Well,6188.138355,6255.226089
Udaipur,Black lava soil,7.578563959,2.088094911,26.66575642,20.98958334,36.96263856,Fenugreek,Canal Irrigation,9823.318137,9427.97056
Udaipur,Saline,6.522475615,1.81553028,31.06904397,15.41011948,48.65584816,Onion,Tube Well,10431.12896,10886.6638
Jodhpur,Loamy,8.248715842,2.928851172,29.48284388,13.80473649,50.47921751,Citrus,Sprinkler Irrigation,13144.77643,13109.02333
Jodhpur,Chalky (Calcareous),7.191928271,1.479900645,33.49407835,27.24410054,38.42459036,Coriander,Tube Well,14303.01219,13941.81045
Ajmer,Sandy,7.327040335,2.444576912,24.39124449,16.16567981,40.34036135,Bajra,Canal Irrigation,10494.50334,11480.93303
Ajmer,Loamy,8.188590468,2.510018253,28.18434177,24.27201001,41.70607921,Barley,Tube Well,12696.51843,12541.46451
Jodhpur,Loamy,7.212949662,2.26820695,35.16940527,17.96269946,44.53981157,Citrus,Canal Irrigation,9251.044913,9812.50751
Kota,Clay,9.038430185,2.68005795,23.7772875,21.16434044,36.95996929,Oilseeds,Canal Irrigation,16234.68303,15373.8983
Kota,Clay,6.923333798,1.156327826,21.03053751,13.22276248,36.45489521,Pulses,Sprinkler Irrigation,8443.310385,9215.982049
Jaipur,Nitrogenous,7.85470549,1.929723257,26.84379432,22.99725343,41.9285542,Oilseeds,Drip Irrigation,9439.47522,9071.955662
Ajmer,Chalky (Calcareous),7.079614055,2.110315402,28.23956126,21.6237912,42.90283844,Bajra,Canal Irrigation,13002.94129,13746.17239
Jaipur,Clay,7.19412018,2.567973923,29.23001167,19.19022592,42.1920635,Wheat,Drip Irrigation,14163.87759,13331.73667
Alwar,Saline,7.735022094,1.646187053,26.43913068,19.44667316,35.51678886,Tomato,Sprinkler Irrigation,14120.94708,13269.88507
Jaipur,Alkaline,7.694156003,2.62475245,23.33611301,18.25280336,36.13715626,Coriander,Sprinkler Irrigation,12819.70117,12916.12556
Jaipur,Chalky (Calcareous),7.376123791,2.660207005,25.62782176,23.13803149,38.60246268,Onion,Sprinkler Irrigation,16143.44067,15430.88403
Nagaur,Clay,7.853795911,2.589126424,32.04067956,13.12182956,37.63177271,Barley,Tube Well,7729.18636,6736.580505
Kota,Saline,7.351066598,2.384515828,27.36305469,19.97446684,41.99381882,Oilseeds,Canal Irrigation,7516.005473,7027.114524
Udaipur,Nitrogenous,7.017108684,1.730713163,27.66620594,12.58507784,35.91158802,Pulses,Sprinkler Irrigation,13011.04926,12084.8046
Kota,Alkaline,7.301402342,1.44886513,31.73780807,20.4334885,41.77834474,Wheat,Sprinkler Irrigation,15030.82889,14595.05796
Sri Ganganagar,Alkaline,7.73577119,1.084427561,23.85778084,9.622059955,39.56965154,Opium,Canal Irrigation,8713.367048,8514.552243
Jodhpur,Saline,7.42435039,1.302105399,32.95674621,16.38004834,39.02304824,Cotton,Tube Well,12929.81152,13807.35119
Udaipur,Clay,6.980444416,2.843774028,31.22557142,23.63397023,36.859253,Barley,Tube Well,8300.162932,8995.547221
Hanumangarh,Chalky (Calcareous),7.592587768,2.212722432,31.11144928,26.39432907,35.2384181,Coriander,Sprinkler Irrigation,13613.70108,13978.8038
Sri Ganganagar,Sandy,6.909062937,2.224736956,40.43023525,14.92620253,38.19268617,Garlic,Tube Well,12262.9,11409.18914
Bhilwara,Nitrogenous,6.919108078,1.858430552,28.49570126,13.95261532,41.94489365,Opium,Canal Irrigation,8902.221312,8984.565487
Jaipur,Chalky (Calcareous),6.867996916,2.243092396,20.25314122,9.748212714,43.69590247,Opium,Tube Well,12018.70282,11643.58412
Nagaur,Loamy,7.46127827,1.402353118,37.25463774,29.03598322,31.58670653,Cumin,Tube Well,12124.62296,11550.14433
Bhilwara,Clay,7.446902955,3.549149717,28.70912431,22.55062181,36.7531759,Pulses,Sprinkler Irrigation,14730.46282,15320.6763
Nagaur,Black lava soil,7.382363045,3.072912463,22.27532039,10.09017757,32.50409399,Opium,Tube Well,12890.67772,13317.34962
Jodhpur,Nitrogenous,7.282105135,1.579275243,27.61080075,19.77696734,46.71090066,Guava,Tube Well,7554.88023,8090.811919
Jodhpur,Saline,6.853246187,1.652152561,25.40936508,26.19792003,38.01885161,Gram,Sprinkler Irrigation,9523.558288,10095.72053
Alwar,Nitrogenous,8.250137305,2.037254797,35.12816057,33.21005955,42.99049578,Citrus,Canal Irrigation,5480.118817,5419.518619
Udaipur,Clay,7.495077596,1.155747406,24.39976289,23.35455624,43.0189526,Sugarcane,Canal Irrigation,14637.84417,15511.19713
Kota,Nitrogenous,6.465812142,2.044697639,27.78705354,20.03863947,44.72655886,Mustard,Drip Irrigation,12202.81956,12761.84085
Nagaur,Black lava soil,7.169582882,1.213505371,24.73726404,24.97149413,41.27365569,Cotton,Sprinkler Irrigation,6853.193864,6138.577841
Alwar,Chalky (Calcareous),6.52907067,1.998097933,22.04929085,16.67674451,35.48595537,Pulses,Canal Irrigation,7118.811216,6207.135539
Ajmer,Alkaline,7.119322365,1.560868374,30.49943477,22.4037229,47.48355204,Maize,Sprinkler Irrigation,13919.75791,13638.28058
Udaipur,Clay,7.285672737,2.514720278,28.31552437,15.76782849,44.62836105,Gram,Canal Irrigation,7554.884209,7160.540362
Jaipur,Sandy,7.542047194,2.345455479,27.77596581,20.69514343,39.77438555,Bajra,Sprinkler Irrigation,13113.39831,12679.3328
Sri Ganganagar,Saline,8.186135658,2.071022239,26.63547334,23.31420547,44.46594174,Barley,Drip Irrigation,7521.343136,7939.542346
Hanumangarh,Sandy,6.255836323,1.670875794,32.26754356,15.08852983,40.29492111,Gram,Tube Well,6419.276992,6685.757927
Alwar,Clay,7.595788698,2.253120495,37.2365285,22.84051603,34.75172251,Opium,Tube Well,11713.5756,11179.19659
Ajmer,Black lava soil,8.014384496,2.250842523,31.24162571,20.39058868,42.00117928,Garlic,Drip Irrigation,13317.78093,13981.15993
Udaipur,Saline,7.289986136,1.047662653,37.22206098,13.86160018,37.04360995,Bajra,Drip Irrigation,6705.033459,7024.611146
Kota,Saline,7.636118363,1.971364795,32.74033462,13.30255317,36.28806815,Pulses,Canal Irrigation,16652.95404,17363.91196
Sri Ganganagar,Sandy,7.134184131,2.945220343,30.24654166,23.84419838,36.95886746,Gram,Tube Well,13899.57854,13443.8468
Bhilwara,Clay,6.687227983,0.746714215,31.48731027,20.69748898,38.57581531,Citrus,Canal Irrigation,14756.56274,14082.62103
Udaipur,Loamy,7.438971434,1.771075807,29.20318884,18.14708619,33.25976444,Cotton,Tube Well,7012.390638,7540.915289
Jodhpur,Nitrogenous,7.108823039,2.426582653,31.23740274,19.95167789,44.39481987,Onion,Sprinkler Irrigation,11867.53394,11877.06166
Kota,Loamy,7.037055048,1.943166655,29.28170235,19.17459717,40.15879728,Citrus,Sprinkler Irrigation,10211.16193,9503.047637
Sri Ganganagar,Black lava soil,7.796283637,0.647804184,26.85057724,17.55863079,43.16663413,Tomato,Sprinkler Irrigation,12397.296,11464.31658
Alwar,Nitrogenous,7.752143927,2.145482365,27.4649567,17.43049687,34.00524301,Opium,Tube Well,15038.43731,15299.67143
Jodhpur,Chalky (Calcareous),6.63946124,1.820798212,23.87500056,25.88266627,37.08138933,Bajra,Sprinkler Irrigation,9273.274584,9322.065979
Ajmer,Alkaline,7.924792266,0.890715017,42.0938889,27.47729123,38.57687248,Wheat,Drip Irrigation,13059.56185,13348.35663
Kota,Sandy,6.589619861,1.647113258,23.0402081,28.52051039,39.42445153,Pomegranate,Tube Well,13464.63694,13962.81877
Ajmer,Saline,7.718002888,2.421919755,31.96317058,22.26792762,32.08888417,Oilseeds,Drip Irrigation,12962.27562,12468.9471
Jaipur,Alkaline,7.15029273,2.080849263,30.51429289,20.74670956,32.94471584,Bajra,Tube Well,12145.25496,11292.3144
Jaipur,Black lava soil,6.878876733,1.437206443,24.51889838,19.66064309,42.15815815,Oilseeds,Sprinkler Irrigation,13466.50169,13436.62449
Nagaur,Alkaline,7.026053641,1.582838477,33.82014891,12.28599242,36.83622485,Maize,Drip Irrigation,15589.49965,14763.18527
Jodhpur,Black lava soil,8.264373925,1.959477018,24.95775634,9.570510611,32.63981463,Barley,Tube Well,12240.94753,11467.27627
Nagaur,Nitrogenous,7.671463189,2.621734564,26.10312337,16.74055709,38.45519993,Pulses,Canal Irrigation,14574.80399,13996.50434
Jodhpur,Alkaline,7.184928585,2.287020965,29.45067938,19.07956566,36.13903806,Mango,Sprinkler Irrigation,5029.106724,5620.330564
Jaipur,Saline,7.699734686,2.155236377,24.36368104,14.21529301,41.6125233,Chilli,Tube Well,11960.80291,11499.37797
Jodhpur,Chalky (Calcareous),7.009968849,1.191099693,31.90389036,15.91295933,41.60645735,Chilli,Tube Well,8264.241695,8443.002837
Jodhpur,Saline,7.273181806,2.863113273,25.56335271,23.85898089,41.78126394,Cumin,Drip Irrigation,10347.17331,10724.48187
Kota,Alkaline,6.805350635,1.902150734,35.3004487,19.74238536,42.51545184,Pomegranate,Canal Irrigation,7285.115978,7134.659692
Kota,Clay,7.223715327,1.063497085,40.22240779,15.01385856,34.70481439,Tomato,Sprinkler Irrigation,9090.349281,9102.478425
Jaipur,Saline,7.336883148,1.327332256,28.59417979,22.52668574,42.63919675,Oilseeds,Canal Irrigation,9369.466939,9695.742296
Hanumangarh,Alkaline,6.926420244,2.54495248,27.14408013,20.219144,44.77901373,Fennel,Sprinkler Irrigation,14563.80762,14097.67714
Udaipur,Clay,7.285672737,2.514720278,28.31552437,15.76782849,44.62836105,Gram,Canal Irrigation,7554.884209,7160.540362
Sri Ganganagar,Saline,7.210437945,1.759583105,33.48083999,17.41153714,39.55954378,Mango,Sprinkler Irrigation,10154.20151,9238.573339
Hanumangarh,Clay,7.827946069,2.481953467,29.89950624,16.1439985,31.13015192,Oilseeds,Sprinkler Irrigation,7360.920783,8074.86831
Kota,Saline,7.636118363,1.971364795,32.74033462,13.30255317,36.28806815,Pulses,Canal Irrigation,16652.95404,17363.91196
Udaipur,Black lava soil,7.920991848,1.8153964,15.4650589,18.12588972,34.8072809,Chilli,Drip Irrigation,10153.05829,10010.07392
Kota,Chalky (Calcareous),7.771695414,2.001573863,36.14995184,24.91341571,32.99964638,Pulses,Drip Irrigation,6031.495057,5062.910656
Bhilwara,Saline,7.442763814,2.073877954,26.19087664,21.05183557,47.65167282,Cotton,Tube Well,15002.26221,15455.49235
Jaipur,Saline,7.965832983,2.197686841,28.43661415,16.02005545,38.75513172,Citrus,Drip Irrigation,6404.663278,7170.109522
Hanumangarh,Loamy,7.986811125,1.748215191,29.24692993,16.16939585,34.35968723,Opium,Canal Irrigation,6808.763795,5954.602802
Alwar,Chalky (Calcareous),7.657222295,1.820520807,33.64886469,15.34499144,40.21515487,Cotton,Drip Irrigation,14429.67211,14362.84557
Nagaur,Loamy,7.922227936,2.550868931,32.45996743,11.96871606,41.97478985,Gram,Tube Well,12597.75084,11685.07977
Jaipur,Saline,6.992760137,1.329963964,32.16108345,16.59309882,44.83913012,Fenugreek,Tube Well,10242.59925,10532.57748
Ajmer,Black lava soil,7.481053459,3.194185996,35.92128323,23.61413447,40.55899579,Tomato,Canal Irrigation,7527.310611,7131.947208
Udaipur,Alkaline,7.553584958,1.460743629,29.12352735,21.99658801,41.80196698,Oilseeds,Drip Irrigation,12807.00621,13128.47439
Bhilwara,Nitrogenous,7.386140193,2.357746548,23.00460786,12.39856604,42.25481317,Gram,Tube Well,7189.090151,6460.914891
Nagaur,Loamy,7.46127827,1.402353118,37.25463774,29.03598322,31.58670653,Cumin,Tube Well,12124.62296,11550.14433
Udaipur,Saline,6.883729844,1.657754135,32.28662141,30.49110737,39.30958833,Cotton,Canal Irrigation,5053.718621,5213.811904
Udaipur,Chalky (Calcareous),8.346773567,2.075703695,28.53657271,16.90919776,44.49255852,Tomato,Drip Irrigation,6772.560136,6623.944401
Ajmer,Sandy,6.793637121,1.741576558,33.09516473,26.96019376,40.55564688,Fenugreek,Tube Well,6100.508016,6527.63544
Nagaur,Loamy,8.000912427,1.751214581,26.08998254,16.20148441,31.14465723,Mango,Canal Irrigation,6690.53883,6538.424591
Jodhpur,Loamy,7.561739905,1.937857111,28.94307885,23.73305682,41.62788908,Barley,Tube Well,9180.030218,10171.94735
Kota,Clay,7.878244177,1.042969965,33.29725621,15.98025793,41.53672808,Gram,Tube Well,7454.83478,7743.672
Jodhpur,Loamy,8.534113021,1.301097261,36.01288253,20.89957185,44.18915268,Onion,Tube Well,14354.60731,13387.44388
Jodhpur,Sandy,7.804133583,2.672967504,29.12676027,26.80084065,39.05153253,Cotton,Sprinkler Irrigation,11279.21839,12182.77488
Jaipur,Black lava soil,7.896909234,1.85131196,28.76808299,24.93188253,36.44013386,Guava,Tube Well,13422.89732,13277.0473
Jaipur,Loamy,8.051608786,2.720971201,31.09481958,15.79089184,27.82343834,Pulses,Tube Well,12711.24546,12906.54273
Bhilwara,Clay,6.447708601,2.069039204,20.56935648,20.26529656,44.32644878,Mango,Canal Irrigation,12148.55618,13107.83688
Sri Ganganagar,Sandy,6.701063933,1.68498751,33.65977751,19.01539096,37.67709461,Coriander,Sprinkler Irrigation,10367.01702,11215.44343
Jaipur,Chalky (Calcareous),7.462827335,1.907724279,32.96164774,20.49656907,38.04795631,Maize,Drip Irrigation,14425.02599,14786.13469
Alwar,Clay,6.813570274,2.17573995,20.10887375,20.23467451,49.48883508,Chilli,Sprinkler Irrigation,11562.62812,11910.67688
Jaipur,Chalky (Calcareous),7.67105302,2.958629574,22.37214146,14.22918308,44.27600754,Tomato,Canal Irrigation,6473.048602,5681.674957
Jodhpur,Black lava soil,6.304021898,2.422387188,29.97219853,25.89256345,33.13298556,Cotton,Canal Irrigation,7931.240743,7730.83724
Bhilwara,Alkaline,6.457103781,2.486863115,31.4939889,16.13272078,49.49367491,Citrus,Sprinkler Irrigation,9617.67665,10038.17066
Jaipur,Nitrogenous,7.9511357,1.750063785,32.7151614,18.830511,39.01953395,Mustard,Drip Irrigation,11818.77593,11125.76889
Bhilwara,Alkaline,7.516951362,1.404796132,34.6298755,19.5446207,39.11202003,Coriander,Sprinkler Irrigation,12385.67735,12661.67578
Sri Ganganagar,Saline,7.104550309,1.610073527,35.40992405,13.25211894,37.92393116,Pomegranate,Tube Well,12430.00092,12472.01201
Alwar,Clay,6.813570274,2.17573995,20.10887375,20.23467451,49.48883508,Chilli,Sprinkler Irrigation,11562.62812,11910.67688
Jodhpur,Sandy,7.669178721,1.503710997,30.10208584,12.67163071,31.15474848,Coriander,Canal Irrigation,12376.56369,12507.71287
Nagaur,Chalky (Calcareous),7.914114845,2.545430835,27.68530244,19.2502964,32.83424093,Mustard,Drip Irrigation,7805.805262,7262.24114
Alwar,Nitrogenous,7.867318773,1.507098096,28.57922451,25.97381431,44.47323594,Fenugreek,Canal Irrigation,7548.906593,8116.825483
Sri Ganganagar,Chalky (Calcareous),7.200180003,2.2059765,34.25795523,15.4515978,37.74348568,Guava,Drip Irrigation,7019.960244,6079.995422
Kota,Sandy,7.02712697,2.304123096,23.4143404,23.88013957,34.98891491,Onion,Canal Irrigation,7361.595151,7776.958274
Udaipur,Black lava soil,7.733272656,2.673112878,32.61125318,19.51042377,51.3621736,Fennel,Drip Irrigation,10108.79849,9861.456053
Alwar,Clay,7.33609677,1.286990941,31.96936609,24.14661886,36.84174238,Opium,Sprinkler Irrigation,7627.310715,7396.69114
Alwar,Saline,7.910149187,1.524523308,33.4796605,17.41692901,34.88373388,Maize,Tube Well,8680.03315,7775.489699
Udaipur,Sandy,6.839222107,2.010546374,24.34466382,19.66361268,34.6266948,Cumin,Canal Irrigation,10701.52903,11502.10361
Bhilwara,Clay,7.068253198,1.984398256,30.09008436,22.36315173,33.16570818,Wheat,Drip Irrigation,17436.65886,17866.0239
Hanumangarh,Clay,7.096811535,2.03784747,33.42794873,19.29175707,45.83185273,Mango,Drip Irrigation,11665.67213,11731.16326
Nagaur,Saline,6.842279346,2.654722051,28.61555322,16.64139605,33.72919507,Pomegranate,Drip Irrigation,11020.64323,11888.3408
Sri Ganganagar,Nitrogenous,8.582528034,2.595274297,31.06287015,25.13493132,45.52950212,Fennel,Sprinkler Irrigation,9864.564863,9311.178159
Udaipur,Chalky (Calcareous),8.209265673,0.756095672,36.38482693,21.69011741,33.96489176,Pomegranate,Drip Irrigation,8971.757271,9468.350445
Jodhpur,Sandy,8.637912714,1.573887679,32.59050851,17.35399495,35.65356507,Cotton,Sprinkler Irrigation,10527.8131,10511.25667
Udaipur,Loamy,7.125600102,2.208400787,35.83560394,19.88474722,46.39287584,Chilli,Canal Irrigation,11453.42947,10633.92704
Jodhpur,Black lava soil,6.86215867,1.935726853,26.74162439,9.028087651,47.9973547,Barley,Canal Irrigation,14467.59416,13689.52725
Udaipur,Chalky (Calcareous),6.733658015,1.435704663,34.86221999,24.36393707,41.81502142,Oilseeds,Sprinkler Irrigation,6141.130137,7067.119249
Kota,Black lava soil,7.665425652,2.725500719,34.39708521,14.61311962,46.88248225,Mustard,Canal Irrigation,11010.51114,11097.97318
Kota,Chalky (Calcareous),7.888468351,2.015238207,25.51373497,16.73524922,37.2510532,Coriander,Sprinkler Irrigation,8088.553494,8587.062097
Nagaur,Sandy,7.297819004,1.656860432,22.83664355,20.72918235,42.92649718,Cotton,Drip Irrigation,10295.83897,11053.19352
Jodhpur,Black lava soil,6.828936126,1.317087922,29.25515345,22.51392213,48.98180411,Guava,Canal Irrigation,14431.50767,13768.7867
Jaipur,Nitrogenous,7.853039457,1.878659362,24.86815396,26.15000286,35.17647287,Maize,Sprinkler Irrigation,14175.39301,14457.0701
Ajmer,Loamy,7.300050469,2.134647376,29.77553485,20.91250515,36.649424,Guava,Drip Irrigation,11239.89693,10942.07791
Jaipur,Clay,7.199027779,1.683384302,25.74693374,17.29496567,43.77832919,Pulses,Drip Irrigation,9784.725643,8873.174034
Jodhpur,Clay,7.256147314,2.537166502,32.48200059,30.3753252,45.90064087,Tomato,Sprinkler Irrigation,16725.48244,15905.84176
Ajmer,Alkaline,7.804940024,1.980036768,33.97461557,26.74567553,45.29085047,Fennel,Tube Well,14154.56027,13562.96951
Ajmer,Black lava soil,8.393673207,1.876832359,18.49264141,15.89560539,37.86597903,Mango,Sprinkler Irrigation,9686.704406,9395.307773
Ajmer,Saline,7.420847261,1.908073053,25.77163448,19.92950517,39.68675889,Cotton,Canal Irrigation,8929.086542,9328.315784
Sri Ganganagar,Loamy,7.171687965,2.436994876,30.39219623,20.91497225,35.82864328,Tomato,Canal Irrigation,11539.31854,10755.33172
Sri Ganganagar,Clay,7.389990986,1.936296564,30.51322764,18.51101922,43.16612655,Coriander,Tube Well,5870.109123,4889.266349
Bhilwara,Chalky (Calcareous),7.088961994,1.390357767,27.15275113,19.37989306,34.67889997,Cumin,Tube Well,7440.109287,7803.142863
Jaipur,Sandy,7.195824618,2.296265154,32.04818059,21.7848638,40.40639211,Cotton,Tube Well,7114.826905,7868.924371
Alwar,Saline,8.271368184,2.121737539,27.9792142,20.00897436,40.58853709,Mango,Sprinkler Irrigation,11721.09111,12589.74585
Bhilwara,Loamy,7.367822083,1.612898091,26.98687848,20.00891521,34.70394146,Pomegranate,Tube Well,13011.66554,13527.27769
Kota,Clay,7.340576822,2.313217336,29.60045774,21.0253767,31.88308735,Barley,Canal Irrigation,8961.018206,9238.911257
Hanumangarh,Nitrogenous,7.624774095,1.408471908,28.73618372,25.1470655,43.98350964,Tomato,Drip Irrigation,7299.12422,6614.116249
Jaipur,Sandy,7.550395536,2.020643728,35.18579449,21.67219257,47.39035949,Tomato,Tube Well,12435.12483,13358.65028
Kota,Black lava soil,7.665425652,2.725500719,34.39708521,14.61311962,46.88248225,Mustard,Canal Irrigation,11010.51114,11097.97318
Jaipur,Loamy,8.051608786,2.720971201,31.09481958,15.79089184,27.82343834,Pulses,Tube Well,12711.24546,12906.54273
Ajmer,Nitrogenous,7.43673371,1.544837829,33.47582624,18.1218317,33.47591555,Bajra,Canal Irrigation,6214.929226,6289.796212
Nagaur,Clay,8.479918627,2.225306525,30.41386452,20.18391417,28.07846606,Fennel,Drip Irrigation,9199.905309,9581.406587
Kota,Clay,7.003566999,1.277397368,33.33134836,22.88989262,42.88681763,Fennel,Sprinkler Irrigation,11917.2482,11696.38075
Sri Ganganagar,Alkaline,7.350151972,2.787937905,29.76100375,16.36612931,35.61191322,Coriander,Drip Irrigation,6137.653356,5892.444419
Ajmer,Black lava soil,7.240873681,2.662638045,34.13557714,20.78987156,33.64040499,Wheat,Canal Irrigation,7227.499238,6791.917731
Hanumangarh,Alkaline,7.47261082,1.538793508,30.03681341,12.60726532,37.5618329,Chilli,Tube Well,8180.575452,7816.091077
Ajmer,Chalky (Calcareous),8.338688544,1.597414124,35.38424072,9.151612911,34.02905299,Chilli,Drip Irrigation,6549.980603,6429.088352
Hanumangarh,Clay,7.766679622,2.419734252,36.09097356,25.28684153,44.360985,Chilli,Drip Irrigation,10782.35242,10309.0518
Kota,Chalky (Calcareous),7.36719772,1.800060881,29.42679582,21.32134136,39.24941524,Gram,Tube Well,5332.45263,5185.384121
Bhilwara,Chalky (Calcareous),7.679840424,2.593538839,25.17605131,17.92684746,36.37848733,Citrus,Drip Irrigation,13274.41758,12920.41611
Kota,Clay,7.294487532,2.510811492,28.10620082,30.41330161,42.1543121,Garlic,Sprinkler Irrigation,14123.76228,13285.68036
Bhilwara,Saline,8.331866416,2.152621563,32.9369585,27.07093644,42.23696969,Opium,Tube Well,9685.957074,9556.337171
Alwar,Saline,7.06934521,3.089281087,30.97166732,19.26329887,44.81962712,Barley,Tube Well,7374.706139,7556.796376
Hanumangarh,Chalky (Calcareous),7.556985334,1.603270135,25.3745769,17.74899054,40.36931717,Sugarcane,Sprinkler Irrigation,14076.78192,14591.2734
Sri Ganganagar,Clay,6.82124123,1.549664309,25.17899964,25.4002803,44.71394257,Fenugreek,Sprinkler Irrigation,7104.261819,6868.676063
Alwar,Black lava soil,7.982077942,1.847277649,21.35408555,29.76458691,39.69451246,Maize,Drip Irrigation,11351.10483,11351.60189
Nagaur,Black lava soil,7.236734156,1.738212006,26.17906607,24.38086966,36.45284421,Barley,Drip Irrigation,10224.14388,9446.362425
Ajmer,Alkaline,7.804940024,1.980036768,33.97461557,26.74567553,45.29085047,Fennel,Tube Well,14154.56027,13562.96951
Jodhpur,Chalky (Calcareous),7.234272724,1.216070287,31.73354989,32.55778276,30.79961128,Chilli,Drip Irrigation,10096.85948,9846.919244
Nagaur,Clay,7.853795911,2.589126424,32.04067956,13.12182956,37.63177271,Barley,Tube Well,7729.18636,6736.580505
Hanumangarh,Clay,7.766679622,2.419734252,36.09097356,25.28684153,44.360985,Chilli,Drip Irrigation,10782.35242,10309.0518
Nagaur,Saline,7.660465031,1.506067045,33.6151897,20.42756665,31.42145841,Oilseeds,Sprinkler Irrigation,7842.481531,7206.450194
Nagaur,Alkaline,7.65494739,1.363207226,27.9268655,15.0241302,42.74841593,Cotton,Tube Well,6307.872962,6303.275718
Alwar,Chalky (Calcareous),8.344594467,2.834961391,36.11974377,19.01189766,38.17379511,Bajra,Tube Well,5868.969579,5650.334584
Jodhpur,Sandy,7.653701785,1.587693875,31.38300383,25.97740325,37.01685471,Maize,Tube Well,9862.175812,10281.55341
